DATE,TIME,AGE,SEX,RACE,GEOCODE_OVERRIDE,DISTRICT_NUM,DISTRICT_NAME,NEIGHBORHOOD_NAME,COMMUNITY_NAME,LINK,MURDER,PUB_CAUSE,LAT,LNG,IS_MURDER,IS_FATAL,HOUR,HOUR_HH,MINUTES_MM,ID
2014-08-14,21:20,23,M,B,"(41.7579925060272,-87.5565873831511)",4,South Chicago,South Shore,South Shore,http://www.chicagotribune.com/news/local/breaking/chi-shootings-chicago-20140815-story.html,Yes,Shot,41.7579925060272,-87.5565873831511,1,1,21:20:00,21,20,98
2014-08-16,1:00,16,F,B,"(41.7612996697426,-87.6621001213789)",7,Englewood,Englewood,West Englewood,http://www.chicagotribune.com/news/local/breaking/chi-man-shot-on-south-side-20140815-story.html,Yes,Shot,41.7612996697426,-87.6621001213789,1,1,01:00:00,1,0,99
2014-08-16,23:45,16,M,,"(41.923236,-87.72393)",25,Grand Central,Logan Square,Logan Square,http://www.chicagotribune.com/news/local/breaking/chi-man-wounded-in-driveby-shooting-in-east-side-neighborhood-20140816-story.html,,Shot,41.923236,-87.72393,0,1,23:45:00,23,45,100
2014-08-17,1:15,26,M,B,"(41.897621,-87.72895)",11,Harrison,West Humboldt Park,Humboldt Park,,,Shot,41.897621,-87.72895,0,1,01:15:00,1,15,101
2014-08-17,21:55,29,F,B,"(41.7051550000906,-87.6342400163412)",22,Morgan Park,Fernwood,Roseland,http://www.chicagotribune.com/news/local/breaking/chi-far-south-side-shootings-wound-2-20140817-story.html,,Shot,41.7051550000906,-87.6342400163412,0,1,21:55:00,21,55,102
2014-08-18,23:35,27,M,B,"(41.8694322556257,-87.7645189315081)",15,Austin,The Island,Austin,http://www.chicagotribune.com/news/local/breaking/chi-south-side-shootings-leave-4-hurt-20140818-story.html,Yes,Shot,41.8694322556257,-87.7645189315081,1,1,23:35:00,23,35,103
2014-08-19,21:30,84,F,A,"(41.838062480092,-87.6488748192787)",9,Deering,Bridgeport,Bridgeport,http://www.chicagotribune.com/news/local/breaking/chi-elderly-couple-discovered-dead-in-apparent-murdersuicide-in-bridgeport-20140820-story.html,Yes,Shot,41.838062480092,-87.6488748192787,1,1,21:30:00,21,30,104
2014-08-21,00:10,21,M,B,"(41.653045,-87.618316)",5,Calumet,Eden Green,Riverdale,http://www.chicagotribune.com/news/local/breaking/chi-2-teens-critically-wounded-in-south-side-shooting-20140820-story.html?tr,Yes,Shot,41.653045,-87.618316,1,1,00:10:00,0,10,105
2014-08-24,2:00,33,M,B,"(41.903846,-87.752082)",25,Grand Central,North Austin,Austin,http://www.chicagotribune.com/news/local/breaking/chi-2-wounded-in-separate-city-shootings-20140823-story.html#page=1,Yes,Shot,41.903846,-87.752082,1,1,02:00:00,2,0,106
2014-08-24,6:00,16,M,W,"(41.852409,-87.699882)",10,Ogden,Little Village,South Lawndale,http://www.chicagotribune.com/news/local/breaking/chi-2-wounded-in-separate-city-shootings-20140823-story.html#page=1,,,41.852409,-87.699882,0,1,06:00:00,6,0,107
2014-08-24,2:45,40,M,B,"(41.802204,-87.646614)",9,Deering,Back of the Yards,New City,http://www.chicagotribune.com/news/local/breaking/chi-2-wounded-in-separate-city-shootings-20140823-story.html#page=1,,,41.802204,-87.646614,0,1,02:45:00,2,45,108
2014-08-24,2:35,30,M,B,"(41.742195,-87.64421)",6,Gresham,Gresham,Auburn Gresham,http://www.chicagotribune.com/news/local/breaking/chi-2-wounded-in-separate-city-shootings-20140823-story.html#page=1,,,41.742195,-87.64421,0,1,02:35:00,2,35,109
2014-08-26,1:20,32,M,B,"(41.772438,-87.639099)",7,Englewood,Englewood,Englewood,http://www.chicagotribune.com/news/local/breaking/chi-chicago-shootings-gun-violence-20140825-story.html,Yes,Shot,41.772438,-87.639099,1,1,01:20:00,1,20,110
2014-08-27,21:45,34,M,B,"(41.857814,-87.725791)",10,Ogden,Lawndale,North Lawndale,http://www.chicagotribune.com/news/local/breaking/chi-chicago-violence-shootings-20140828-story.html,Yes,Shot,41.857814,-87.725791,1,1,21:45:00,21,45,111
2014-08-30,00:30,34,M,B,"(41.694645434618,-87.6520854234695)",22,Morgan Park,Morgan Park,Morgan Park,http://www.chicagotribune.com/news/local/breaking/chi--chicago-shootings-violence-20140829-story.html,Yes,Shot,41.694645434618,-87.6520854234695,1,1,00:30:00,0,30,112
2014-08-31,20:45,29,M,B,"(42.017433,-87.683967)",24,Rogers Park,Rogers Park,Rogers Park,http://www.chicagotribune.com/news/local/breaking/chi-man-woman-shot-in-rogers-park-neighborhood-20140831-story.html,Yes,Shot,42.017433,-87.683967,1,1,20:45:00,20,45,113
2013-01-26,22:05,38,M,B,"(41.766782104969,-87.650585398078)",007,Englewood,Englewood,Englewood,"http://www.chicagotribune.com/news/local/breaking/chi-boy-16-and-man-32-gunned-down-on-west-side-street-20130126,0,3833533.story",Yes,Shot,41.766782104969,-87.650585398078,1,1,22:05:00,22,5,114
2013-08-18,02:10,36,M,B,"(41.7235777527094,-87.6288326829672)",006,Gresham,Princeton Park,Roseland,"http://www.chicagotribune.com/news/local/breaking/chi-teen-seriously-wounded-in-south-side-shooting-20130817,0,4766288.story",Yes,Shot,41.7235777527094,-87.6288326829672,1,1,02:10:00,2,10,115
2013-03-14,02:30,58,M,B,"(41.8850748986006,-87.7111825346947)",011,Harrison,East Garfield Park,East Garfield Park,"http://www.chicagotribune.com/news/local/breaking/chi-man-shot-by-police-in-east-garfield-park-on-west-side-20130314,0,7553883.story",No,Shot,41.8850748986006,-87.7111825346947,0,1,02:30:00,2,30,116
2013-05-12,03:30,20,M,B,"(41.758123934269,-87.5565706193447)",004,South Chicago,South Shore,South Shore,"http://www.chicagotribune.com/news/local/breaking/chi-shootings-chicago-20130512,0,2022543.story",Yes,Shot,41.758123934269,-87.5565706193447,1,1,03:30:00,3,30,117
2013-07-04,21:30,31,M,B,"(41.780597,-87.6651)",007,Englewood,West Englewood,West Englewood,"http://www.chicagotribune.com/news/local/breaking/chi-man-wounded-in-south-side-shooting-20130704,0,3358230.story",,,41.780597,-87.6651,0,1,21:30:00,21,30,118
2013-04-24,17:30,31,M,B,"(41.6786,-87.630729)",005,Calumet,West Pullman,West Pullman,"http://www.chicagotribune.com/news/local/breaking/chi-chicago-shootings-violence-west-englewood-april-24-april-25-20130424,0,3180804.story",Yes,Shot,41.6786,-87.630729,1,1,17:30:00,17,30,119
2013-06-22,16:35,20,M,B,"(41.738925,-87.562744)",004,South Chicago,South Chicago,South Chicago,"http://www.chicagotribune.com/news/local/breaking/chi-chicago-shootings-violence-june-22-to-23-20130622,0,5170996.story",,Shot,41.738925,-87.562744,0,1,16:35:00,16,35,120
2013-09-12,06:30,0,M,B,"(41.901042,-87.726577)",011,Harrison,West Humboldt Park,Humboldt Park,"http://www.chicagotribune.com/news/local/breaking/chi-autopsy-mans-death-on-west-side-a-homicide-20130913,0,5008895.story",Yes,Strangulation,41.901042,-87.726577,1,1,06:30:00,6,30,121
2015-03-07,1:35,18,M,W(H),"(41.858261, -87.653007)",12,Near West,Pilsen,Lower West Side,http://www.chicagotribune.com/news/local/breaking/chi-man-36-shot-in-gage-park-20150306-story.html,Yes,Shot,41.858261, -87.653007,1,1,01:35:00,1,35,122
2015-09-16,7:48,17,M,B,"(41.729496002197266, -87.566162109375)",4,South Chicago,Calumet Heights,Calumet Heights,http://www.chicagotribune.com/news/local/breaking/ct-teen-fatally-wounded-on-far-south-side-20150916-story.html,Yes,Shot,41.729496002197266, -87.566162109375,1,1,07:48:00,7,48,123
2015-09-17,20:40,28,M,B,"(41.87741115689278, -87.75500379502773)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-20150917-story.html,Yes,Shot,41.87741115689278, -87.75500379502773,1,1,20:40:00,20,40,124
2015-09-19,20:14,27,M,B,"(41.872432708740234, -87.71296691894531)",11,Harrison,Homan Square,East Garfield Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-gun-violence-20150919-story.html,Yes,Shot,41.872432708740234, -87.71296691894531,1,1,20:14:00,20,14,125
2015-09-20,5:25,31,M,B,"(41.681470423936844, -87.62647099792957)",5,Calumet,West Pullman,West Pullman,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-gun-violence-20150919-story.html,Yes,Shot,41.681470423936844, -87.62647099792957,1,1,05:25:00,5,25,126
2015-09-20,22:34,18,M,B,"(41.74011993408203, -87.66717529296875)",6,Gresham,Gresham,Auburn Gresham,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20150920-story.html,Yes,Shot,41.74011993408203, -87.66717529296875,1,1,22:34:00,22,34,127
2015-09-18,22:55,30,M,B,"(41.8740838766098, -87.76458531618118)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-man-dies-days-after-south-austin-shooting-20150925-story.html,Yes,Shot,41.8740838766098, -87.76458531618118,1,1,22:55:00,22,55,128
2015-09-28,10:50,18,M,B,"(41.883392333984375, -87.7058334350586)",12,Near West,East Garfield Park,East Garfield Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20150928-story.html,Yes,Shot,41.883392333984375, -87.7058334350586,1,1,10:50:00,10,50,129
2015-09-28,19:15,23,F,B,"(41.79697036743164, -87.65287780761719)",9,Deering,Back of the Yards,New City,http://www.chicagotribune.com/news/local/breaking/ct-chicago-multiple-shootings-met-20150929-story.html,Yes,Shot,41.79697036743164, -87.65287780761719,1,1,19:15:00,19,15,130
2015-09-29,15:55,29,M,B,"(41.76420249044895, -87.56497532129288)",3,Grand Crossing,South Shore,South Shore,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings--20150929-story.html,Yes,Shot,41.76420249044895, -87.56497532129288,1,1,15:55:00,15,55,131
2015-09-06,7:45,20,F,W,"(41.76323318481445, -87.64591979980469)",7,Englewood,Englewood,Englewood,http://www.chicagotribune.com/news/local/breaking/ct-chicago-labor-day-weekend-shootings-20150905-story.html,Yes,Shot,41.76323318481445, -87.64591979980469,1,1,07:45:00,7,45,132
2015-10-04,20:00,48,M,B,"(41.76974105834961, -87.6594467163086)",7,Englewood,Englewood,West Englewood,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-20151004-story.html,Yes,Shot,41.76974105834961, -87.6594467163086,1,1,20:00:00,20,0,133
2015-10-09,12:43,15,M,,"(41.8737678527832, -87.7481918334961)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-1-20151009-story.html,Yes,Shot,41.8737678527832, -87.7481918334961,1,1,12:43:00,12,43,134
2015-10-14,17:20,22,M,B,"(41.75372314453125, -87.61934661865234)",6,Gresham,Chatham,Greater Grand Crossing,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20151014-story.html,Yes,Shot,41.75372314453125, -87.61934661865234,1,1,17:20:00,17,20,135
2015-10-23,20:45,43,M,B,"(41.909419298172, -87.75896742939949)",25,Grand Central,North Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-city-worker-shot-on-south-side-20151023-story.html,Yes,Shot,41.909419298172, -87.75896742939949,1,1,20:45:00,20,45,136
2015-11-01,8:35,23,M,B,"(41.83688499033451, -87.72830441594124)",10,Ogden,Little Village,South Lawndale,http://www.chicagotribune.com/news/local/breaking/ct-1-dead-in-shooting-at-gage-park-business-20151031-story.html,Yes,Shot,41.83688499033451, -87.72830441594124,1,1,08:35:00,8,35,137
2015-11-11,10:01,38,M,B,"(41.66349157691002, -87.6197312772274)",5,Calumet,West Pullman,West Pullman,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-20151111-story.html,Yes,Shot,41.66349157691002, -87.6197312772274,1,1,10:01:00,10,1,138
2015-11-21,1:10,38,M,B,"(41.76416493952274, -87.65427343547344)",7,Englewood,Englewood,West Englewood,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20151120-story.html,Yes,Shot,41.76416493952274, -87.65427343547344,1,1,01:10:00,1,10,139
2015-11-30,17:30,22,M,W,"(41.96714782714844, -87.71367645263672)",17,Albany Park,Albany Park,Albany Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20151130-story.html,,,41.96714782714844, -87.71367645263672,0,1,17:30:00,17,30,140
2016-01-23,22:45,26,M,B,"(41.719093322753906, -87.61563110351562)",5,Calumet,Rosemoor,Roseland,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20160123-story.html,Yes,Shot,41.719093322753906, -87.61563110351562,1,1,22:45:00,22,45,141
2016-02-11,17:20,37,M,B,"(41.90099582076073, -87.72386468946934)",11,Harrison,Humboldt Park,Humboldt Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-20160211-story.html,Yes,Shot,41.90099582076073, -87.72386468946934,1,1,17:20:00,17,20,142
2016-02-16,18:50,28,M,W(H),"(41.852542877197266, -87.66869354248047)",12,Near West,Heart of Chicago,Lower West Side,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160216-story.html,Yes,Shot,41.852542877197266, -87.66869354248047,1,1,18:50:00,18,50,143
2015-12-10,19:30,64,M,W,"(42.000484466552734, -87.68230438232422)",24,Rogers Park,West Rogers Park,West Ridge,http://www.chicagotribune.com/news/local/breaking/ct-west-rogers-park-murder-charges-20160217-story.html,Yes,,42.000484466552734, -87.68230438232422,1,1,19:30:00,19,30,144
2016-03-10,4:50,37,M,B,"(41.8793423473835, -87.74075523018837)",11,Harrison,West Garfield Park,Austin,http://www.chicagotribune.com/news/local/breaking/ct-police-investigate-mans-death-in-west-garfield-park-20160310-story.html,Yes,Shot,41.8793423473835, -87.74075523018837,1,1,04:50:00,4,50,145
2016-03-11,20:10,24,,B,"(41.872798919677734, -87.72236633300781)",11,Harrison,Lawndale,West Garfield Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160311-story.html,Yes,Shot,41.872798919677734, -87.72236633300781,1,1,20:10:00,20,10,146
2016-03-22,06:15,34,M,W,"(41.79902648925781, -87.67356872558594)",9,Deering,Back of the Yards,New City,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160322-story.html,Yes,Shot,41.79902648925781, -87.67356872558594,1,1,06:15:00,6,15,147
2016-03-26,14:10,27,M,B,"(41.76637268066406, -87.66593933105469)",7,Englewood,West Englewood,West Englewood,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20160326-story.html,Yes,Shot,41.76637268066406, -87.66593933105469,1,1,14:10:00,14,10,148
2016-03-21,20:50,39,M,B,"(41.76543426513672, -87.67546081542969)",7,Englewood,West Englewood,West Englewood,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160321-story.html,Yes,Shot,41.76543426513672, -87.67546081542969,1,1,20:50:00,20,50,149
2016-03-23,16:25,18,M,B,"(42.01813507080078, -87.68474578857422)",24,Rogers Park,West Rogers Park,West Ridge,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20160323-story.html,Yes,Shot,42.01813507080078, -87.68474578857422,1,1,16:25:00,16,25,150
2016-04-05,19:35,35,F,B,"(41.739952087402344, -87.58238983154297)",4,South Chicago,Stony Island Park,Avalon Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160405-story.html,Yes,Shot,41.739952087402344, -87.58238983154297,1,1,19:35:00,19,35,151
2016-04-10,4:50,28,M,B,"(41.693206787109375, -87.6243667602539)",5,Calumet,Roseland,Roseland,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160409-story.html,Yes,Shot,41.693206787109375, -87.6243667602539,1,1,04:50:00,4,50,152
2016-04-19,02:35,37,M,B,"(41.74860008060932, -87.60152108967304)",6,Gresham,East Chatham,Chatham,http://www.chicagotribune.com/news/local/breaking/ct-1-in-custody-after-fatal-stabbing-20160420-story.html,Yes,Stabbing,41.74860008060932, -87.60152108967304,1,1,02:35:00,2,35,153
2016-04-23,21:00,23,F,B,"(41.68593093752861, -87.63244897127151)",5,Calumet,Roseland,Roseland,http://www.chicagotribune.com/news/local/breaking/ct-shootings-violence-chicago-20160423-story.html,Yes,Shot,41.68593093752861, -87.63244897127151,1,1,21:00:00,21,0,154
2016-04-25,17:00,16,M,B,"(41.7613410949707, -87.64830780029297)",7,Englewood,Englewood,Englewood,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160425-story.html,Yes,Shot,41.7613410949707, -87.64830780029297,1,1,17:00:00,17,0,155
2016-04-06,11:30,39,M,B,"(41.867496490478516, -87.6992416381836)",11,Harrison,Lawndale,North Lawndale,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160406-story.html,Yes,Shot,41.867496490478516, -87.6992416381836,1,1,11:30:00,11,30,156
2016-04-30,02:05,30,M,B,"(41.85122273862362, -87.73235857486725)",10,Ogden,Lawndale,North Lawndale,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160429-story.html,Yes,Shot,41.85122273862362, -87.73235857486725,1,1,02:05:00,2,5,157
2016-05-03,21:10,21,M,B,"(41.75846481323242, -87.6864013671875)",8,Chicago Lawn,Marquette Park,Chicago Lawn,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-01-20160503-story.html,Yes,Shot,41.75846481323242, -87.6864013671875,1,1,21:10:00,21,10,158
2016-05-05,19:50,46,M,B,"(41.741249, -87.61026)",6,Gresham,Chatham,Chatham,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20160505-story.html,Yes,Shot,41.741249, -87.61026,1,1,19:50:00,19,50,159
2016-05-08,05:10,35,M,B,"(41.96362741291523, -87.64693088829517)",19,Town Hall,,Uptown,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20160507-story.html,Yes,Shot,41.96362741291523, -87.64693088829517,1,1,05:10:00,5,10,160
2016-05-02,21:35,16,M,B,None,7,Englewood,Englewood,West Englewood,http://www.chicagotribune.com/news/local/breaking/ct-shooting-chicago-20160502-story.html,Yes,Shot,None,,1,1,21:35:00,21,35,161
2016-05-07,01:41,30,M,B,"(41.759635, -87.642181)",7,Englewood,Englewood,Englewood,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160506-story.html,Yes,Shot,41.759635, -87.642181,1,1,01:41:00,1,41,162
2016-05-11,23:20,26,F,B,"(41.765201568603516, -87.66171264648438)",7,Englewood,Englewood,West Englewood,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160511-story.html,Yes,Shot,41.765201568603516, -87.66171264648438,1,1,23:20:00,23,20,163
2016-05-11,23:20,26,F,B,"(41.764678955078125, -87.66165924072266)",7,Englewood,Englewood,West Englewood,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160511-story.html,Yes,Shot,41.764678955078125, -87.66165924072266,1,1,23:20:00,23,20,164
2016-05-11,23:20,50,M,B,"(41.765201568603516, -87.66171264648438)",7,Englewood,Englewood,West Englewood,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160511-story.html,Yes,Shot,41.765201568603516, -87.66171264648438,1,1,23:20:00,23,20,165
2016-05-12,00:40,22,M,B,"(41.66488265991211, -87.63636016845703)",5,Calumet,West Pullman,West Pullman,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160511-story.html,Yes,Shot,41.66488265991211, -87.63636016845703,1,1,00:40:00,0,40,166
2016-05-15,04:55,23,M,W(H),"(41.846248626708984, -87.70176696777344)",10,Ogden,Little Village,South Lawndale,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160514-story.html,Yes,Shot,41.846248626708984, -87.70176696777344,1,1,04:55:00,4,55,167
2016-05-14,15:45,32,M,B,"(41.89541244506836, -87.76820373535156)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160514-story.html,Yes,Shot,41.89541244506836, -87.76820373535156,1,1,15:45:00,15,45,168
2016-05-14,15:42,20,M,B,"(41.873199, -87.757598)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160514-story.html,Yes,Shot,41.873199, -87.757598,1,1,15:42:00,15,42,169
